date,equity,close,shares,cash
2025-02-27,654149.0,1485.56,400,59925.0
2025-02-28,660241.0,1500.79,400,59925.0
2025-03-03,654733.0,1487.02,400,59925.0
2025-03-04,647969.0,1470.11,400,59925.0
2025-03-05,646473.0,1466.37,400,59925.0
2025-03-06,662317.0,1505.98,400,59925.0
2025-03-07,668325.0,1521.0,400,59925.0
2025-03-10,669085.0,1522.9,400,59925.0
2025-03-11,679397.0,1548.68,400,59925.0
2025-03-12,676957.0,1542.58,400,59925.0
2025-03-13,675033.0,1537.77,400,59925.0
2025-03-14,711129.0,1628.01,400,59925.0
2025-03-17,715069.0,1637.86,400,59925.0
2025-03-18,709525.0,1624.0,400,59925.0
2025-03-19,714209.0,1635.71,400,59925.0
2025-03-20,701525.0,1604.0,400,59925.0
2025-03-21,689425.0,1573.75,400,59925.0
2025-03-24,693125.0,1583.0,400,59925.0
2025-03-25,690125.0,1575.5,400,59925.0
2025-03-26,690325.0,1576.0,400,59925.0
2025-03-27,695525.0,1589.0,400,59925.0
2025-03-28,694009.0,1585.21,400,59925.0
2025-03-31,684325.0,1561.0,400,59925.0
2025-04-01,682333.0,1556.02,400,59925.0
2025-04-02,678727.51,1549.02,0,678727.51
2025-04-03,678727.51,1568.88,0,678727.51
2025-04-07,678727.51,1500.0,0,678727.51
2025-04-08,678727.51,1545.0,0,678727.51
2025-04-09,678727.51,1541.04,0,678727.51
2025-04-10,678727.51,1549.0,0,678727.51
2025-04-11,678727.51,1568.98,0,678727.51
2025-04-14,678727.51,1551.99,0,678727.51
2025-04-15,678727.51,1558.0,0,678727.51
2025-04-16,678727.51,1559.17,0,678727.51
2025-04-17,678727.51,1570.0,0,678727.51
2025-04-18,678727.51,1565.94,0,678727.51
2025-04-21,678541.39,1551.0,400,58141.39
2025-04-22,677661.39,1548.8,400,58141.39
2025-04-23,678941.39,1552.0,400,58141.39
2025-04-24,678234.22,1552.25,0,678234.22
2025-04-25,678234.22,1550.0,0,678234.22
2025-04-28,678234.22,1550.0,0,678234.22
2025-04-29,678234.22,1544.0,0,678234.22
2025-04-30,678234.22,1547.0,0,678234.22
2025-05-06,678234.22,1550.2,0,678234.22
2025-05-07,678234.22,1555.0,0,678234.22
2025-05-08,678044.84,1578.19,400,46768.84
2025-05-09,683240.84,1591.18,400,46768.84
2025-05-12,688568.84,1604.5,400,46768.84
2025-05-13,682888.84,1590.3,400,46768.84
2025-05-14,700764.84,1634.99,400,46768.84
2025-05-15,699572.84,1632.01,400,46768.84
2025-05-16,692420.84,1614.13,400,46768.84
2025-05-19,678360.84,1578.98,400,46768.84
2025-05-20,681168.84,1586.0,400,46768.84
2025-05-21,679156.84,1580.97,400,46768.84
2025-05-22,678768.84,1580.0,400,46768.84
2025-05-23,675808.84,1572.6,400,46768.84
2025-05-26,666162.58,1550.5,0,666162.58
2025-05-27,666162.58,1543.9,0,666162.58
2025-05-28,666162.58,1537.0,0,666162.58
2025-05-29,666162.58,1540.0,0,666162.58
2025-05-30,666162.58,1522.0,0,666162.58
2025-06-03,666162.58,1509.0,0,666162.58
2025-06-04,666162.58,1509.96,0,666162.58
2025-06-05,666162.58,1514.0,0,666162.58
2025-06-06,666162.58,1506.39,0,666162.58
2025-06-09,666162.58,1486.11,0,666162.58
2025-06-10,666162.58,1475.01,0,666162.58
2025-06-11,666162.58,1480.0,0,666162.58
2025-06-12,666162.58,1459.0,0,666162.58
